gen,evals,hypervol,dist_diag,time,firts_front,avg,std,min,max
47,250,3.693239432175624e+19,760.8162785110408,0.27846193313598633,156,[8326.856 7851.076 7752.276 7937.876 7377.856],[179.80198904 163.53741536 176.75320598 167.05492697 195.86426745],[7857. 7275. 7217. 7432. 6879.],[8790. 8233. 8136. 8349. 7845.]
48,250,3.693239432175624e+19,753.5106464450473,0.21001911163330078,170,[8341.772 7846.624 7765.68  7945.308 7399.584],[177.28384026 163.6399298  170.08824063 167.59891747 191.55517989],[7868. 7275. 7286. 7432. 6879.],[8802. 8233. 8136. 8349. 7845.]
49,250,3.693239432175624e+19,756.2659628999909,0.220017671585083,189,[8348.412 7849.936 7771.972 7955.    7405.52 ],[174.96779777 154.98667008 173.15020998 168.89817051 191.21473165],[7868. 7405. 7286. 7432. 6879.],[8802. 8233. 8136. 8349. 7845.]
50,250,3.816325132207647e+19,754.2718574339731,0.2500193119049072,202,[8354.464 7849.576 7779.508 7955.684 7413.92 ],[174.17894449 156.13528821 172.7266567  171.08751019 191.23889144],[7868. 7405. 7272. 7432. 6879.],[8802. 8233. 8136. 8349. 7858.]
51,250,3.816325132207647e+19,747.7811606998854,0.25601935386657715,212,[8354.608 7851.78  7786.892 7959.228 7418.292],[176.31750434 154.82445414 173.44638461 168.61810109 190.72966926],[7868. 7405. 7272. 7432. 6879.],[8802. 8233. 8136. 8349. 7858.]
52,250,3.816325132207647e+19,745.125299789016,0.2264111042022705,235,[8362.02  7850.46  7799.944 7969.212 7420.02 ],[169.08245208 150.21531347 166.41970095 167.94732227 185.96243599],[7868. 7405. 7272. 7432. 6879.],[8802. 8233. 8136. 8349. 7858.]
53,250,3.816325132207647e+19,740.5775064770362,0.23901891708374023,238,[8363.464 7851.276 7805.976 7977.868 7426.612],[167.31687513 153.4102468  166.07183814 168.59056491 188.74208184],[7868. 7346. 7272. 7432. 6879.],[8802. 8233. 8136. 8358. 7858.]
54,250,3.816325132207647e+19,748.0029709133753,0.2200167179107666,228,[8372.944 7856.312 7805.792 7980.716 7433.916],[168.53848482 151.49433869 165.92520223 173.26249261 181.09605447],[7952. 7405. 7272. 7432. 6879.],[8802. 8233. 8136. 8358. 7858.]
55,250,3.816325132207647e+19,765.7359205565946,0.6100444793701172,215,[8385.408 7869.364 7801.932 7985.208 7420.632],[173.1423274  154.78601844 169.42922822 173.50909122 182.24162142],[7819. 7405. 7272. 7432. 6879.],[8802. 8233. 8136. 8358. 7858.]
56,250,3.816325132207647e+19,773.584214821139,0.450028657913208,224,[8395.872 7879.96  7809.128 7980.692 7414.232],[170.1299492  158.14251294 171.14356434 177.85262758 188.31057903],[7819. 7405. 7272. 7432. 6879.],[8802. 8233. 8136. 8367. 7858.]
57,250,3.816325132207647e+19,762.7149865955561,0.1740114688873291,235,[8393.56  7885.98  7824.032 7995.636 7420.116],[167.67110186 154.71381192 159.71769775 176.89264401 185.39872315],[7819. 7486. 7272. 7432. 6874.],[8802. 8233. 8136. 8367. 7858.]
58,250,3.816325132207647e+19,763.9811571631807,0.18601441383361816,224,[8393.092 7889.448 7831.492 7994.992 7422.692],[169.01430571 158.56624892 161.3792116  177.53257711 191.01188742],[7819. 7486. 7272. 7432. 6874.],[8802. 8233. 8136. 8367. 7858.]
59,250,3.816325132207647e+19,773.4095936278026,0.1700146198272705,213,[8397.924 7889.596 7833.792 8010.492 7413.98 ],[168.47204582 155.61933294 163.73382282 171.77017767 188.06453041],[7819. 7486. 7272. 7503. 6874.],[8802. 8233. 8136. 8367. 7858.]
60,250,3.839534949760436e+19,771.1370643831402,0.20401406288146973,224,[8406.508 7893.26  7832.98  8019.74  7421.8  ],[165.99848775 157.54303666 162.40328691 166.16522019 183.92091779],[7987. 7486. 7272. 7503. 6874.],[8802. 8233. 8136. 8367. 7858.]
61,250,3.839534949760436e+19,767.0184782359237,0.24801850318908691,238,[8405.888 7893.68  7846.564 8027.668 7426.188],[163.99164447 156.34508499 156.05488106 167.24424587 181.76948219],[7987. 7486. 7286. 7503. 6874.],[8802. 8233. 8203. 8367. 7858.]
62,250,3.839534949760436e+19,771.1592807270328,0.21801352500915527,250,[8415.32  7899.144 7852.788 8037.804 7424.42 ],[158.65422024 151.48049136 145.51835299 156.39607918 181.0249585 ],[8015. 7486. 7388. 7619. 6874.],[8802. 8233. 8203. 8367. 7858.]
63,250,3.839534949760436e+19,778.5741905335049,0.2110145092010498,250,[8426.628 7898.376 7851.008 8038.44  7425.736],[153.54874671 155.96672281 150.62284002 154.83712216 181.45298648],[8015. 7486. 7317. 7619. 6874.],[8802. 8233. 8203. 8367. 7858.]
64,250,3.839534949760436e+19,781.0179235448468,0.20701074600219727,250,[8431.732 7900.592 7852.792 8039.24  7427.452],[156.89006398 153.89282484 148.04457685 152.81556989 184.55535673],[8015. 7486. 7317. 7619. 6874.],[8818. 8264. 8203. 8367. 7858.]
65,250,3.839534949760436e+19,778.2377647230543,0.25801801681518555,232,[8442.196 7895.296 7850.56  8038.    7443.864],[158.45934994 154.00257265 153.36919639 152.97531827 185.18310264],[8015. 7486. 7317. 7619. 6874.],[8818. 8264. 8203. 8453. 7858.]
66,250,3.839534949760436e+19,773.7082811211047,0.2270183563232422,250,[8448.    7899.256 7852.5   8038.684 7452.34 ],[156.02512618 147.72809639 153.21541045 150.13681808 181.79782287],[7977. 7486. 7317. 7619. 6879.],[8818. 8264. 8203. 8453. 7901.]
67,250,3.839534949760436e+19,759.9192856162491,0.3220231533050537,224,[8449.78  7896.836 7856.152 8042.3   7466.548],[157.97038836 150.86235151 150.33355213 154.63705248 179.48024876],[7977. 7486. 7402. 7619. 6879.],[8818. 8264. 8203. 8453. 7901.]
68,250,3.839534949760436e+19,761.4787609508376,0.18601369857788086,237,[8452.424 7895.872 7861.172 8044.156 7469.184],[157.60628231 157.30182331 146.67754571 154.80683339 179.5500547 ],[7977. 7486. 7402. 7619. 6879.],[8818. 8264. 8203. 8453. 7901.]
69,250,3.839534949760436e+19,758.6932642074568,0.2220170497894287,241,[8455.296 7902.356 7861.876 8048.036 7480.324],[157.31103071 157.19821012 145.66964208 154.36920258 179.32561173],[7977. 7486. 7402. 7619. 6879.],[8818. 8264. 8203. 8453. 7901.]
70,250,3.944668445636567e+19,747.9996615060026,0.2310173511505127,245,[8448.66  7907.352 7866.528 8059.652 7496.216],[161.16905534 158.01684751 143.6640568  150.30540541 175.42358263],[7940. 7486. 7402. 7619. 6879.],[8818. 8264. 8203. 8453. 7901.]
71,250,3.944668445636567e+19,739.5348849868841,0.17501235008239746,246,[8439.3   7910.204 7872.872 8064.808 7501.472],[161.71001824 156.86201065 144.53959878 148.06451005 177.58106097],[7940. 7486. 7402. 7619. 6879.],[8818. 8264. 8203. 8453. 7901.]
72,250,3.944668445636567e+19,737.6134524275413,0.23501801490783691,250,[8444.26  7916.084 7871.952 8076.32  7507.62 ],[162.11174048 152.42384638 144.45120178 142.47779336 172.46248172],[7940. 7540. 7402. 7707. 6879.],[8818. 8264. 8203. 8453. 7901.]
73,250,3.944668445636567e+19,731.3342135549663,0.16601228713989258,250,[8448.448 7915.568 7861.904 8072.72  7524.368],[166.99815357 153.20662315 149.77433286 145.05271318 163.56765137],[7940. 7540. 7402. 7707. 6879.],[8818. 8264. 8203. 8453. 7901.]
74,250,3.944668445636567e+19,733.9329560253287,0.17405104637145996,250,[8448.692 7914.316 7860.152 8075.668 7524.536],[169.58522676 153.45177791 151.75609673 148.65887722 165.22232508],[7940. 7540. 7402. 7707. 6879.],[8818. 8264. 8203. 8453. 7901.]
75,250,3.944668445636567e+19,738.2378690752582,0.2170124053955078,250,[8453.284 7915.084 7866.296 8078.456 7523.12 ],[166.21574939 153.71908451 153.64304209 149.05660691 160.28512595],[7940. 7552. 7402. 7707. 6879.],[8818. 8264. 8203. 8453. 7901.]
76,250,3.944668445636567e+19,744.0015096487845,0.18501567840576172,250,[8461.884 7927.792 7872.82  8079.208 7518.044],[163.74596955 149.71844488 153.91552098 147.5418203  163.57430747],[7977. 7552. 7402. 7707. 6879.],[8818. 8264. 8309. 8453. 7901.]
77,250,3.944668445636567e+19,752.629645395871,0.20801544189453125,230,[8464.56  7940.032 7868.78  8080.264 7511.968],[168.29140917 147.7138009  156.72716293 152.68163709 166.74120959],[7977. 7552. 7402. 7707. 6879.],[8818. 8264. 8309. 8453. 7901.]
78,250,3.944668445636567e+19,747.783044362882,0.21701550483703613,206,[8454.648 7936.432 7885.372 8093.176 7509.56 ],[174.00210371 152.75506334 153.65887419 154.92300353 171.69984974],[7977. 7422. 7402. 7707. 6879.],[8818. 8264. 8309. 8453. 7901.]
79,250,3.944668445636567e+19,752.7285318928999,0.20401430130004883,211,[8454.864 7941.092 7885.66  8104.264 7511.312],[169.67075618 154.77491895 153.37866996 154.8782564  176.65964637],[8014. 7422. 7402. 7707. 6879.],[8818. 8264. 8309. 8486. 7901.]
80,250,4.013821755220335e+19,745.8535042297162,0.235107421875,197,[8457.948 7937.608 7890.348 8107.712 7519.312],[168.37686687 154.2045341  155.9979067  155.21509287 176.29617879],[8014. 7422. 7402. 7707. 6879.],[8818. 8264. 8309. 8486. 7901.]
81,250,4.013821755220335e+19,745.9297113731152,0.27402305603027344,211,[8466.752 7939.668 7882.356 8115.104 7529.836],[172.58983312 155.24805241 155.85797786 159.68049719 168.60911335],[8014. 7422. 7474. 7704. 6879.],[8818. 8264. 8309. 8486. 7901.]
82,250,4.013821755220335e+19,746.2202272379421,0.4450340270996094,232,[8462.74  7941.136 7891.636 8120.536 7526.164],[171.76216231 160.76026096 158.46771123 157.57213175 169.76480526],[8014. 7422. 7474. 7704. 6879.],[8818. 8383. 8309. 8486. 7901.]
83,250,4.013821755220335e+19,745.4915570528234,0.2660188674926758,243,[8464.028 7943.776 7895.1   8124.848 7527.916],[168.06649641 160.02429136 157.3271051  154.98005322 168.95688487],[8014. 7422. 7474. 7704. 6879.],[8818. 8383. 8309. 8486. 7901.]
84,250,4.013821755220335e+19,747.1179785696959,0.2680225372314453,245,[8462.912 7952.124 7899.1   8122.892 7530.032],[170.03444432 155.33619225 159.97575441 153.23041583 162.50397834],[8014. 7422. 7412. 7704. 7127.],[8896. 8383. 8309. 8486. 7901.]
85,250,4.013821755220335e+19,746.1064428098575,0.1940159797668457,248,[8468.224 7963.12  7901.06  8124.476 7528.016],[167.82597482 150.92626544 157.66082709 150.78170122 159.01323135],[8014. 7422. 7412. 7777. 7127.],[8896. 8383. 8309. 8486. 7901.]
86,250,4.013821755220335e+19,748.1914541014927,0.2050175666809082,250,[8471.536 7961.008 7900.888 8128.068 7530.904],[167.0037865  151.61857385 158.16668251 153.92694168 156.57023595],[8014. 7422. 7412. 7777. 7133.],[8896. 8383. 8309. 8486. 7901.]
87,250,4.013821755220335e+19,749.3960021883715,0.20601248741149902,250,[8472.512 7960.98  7901.036 8132.74  7532.244],[168.22266749 149.6238604  160.3412695  155.14862681 155.75586173],[8014. 7422. 7412. 7777. 7133.],[8896. 8383. 8309. 8486. 7901.]
88,250,4.013821755220335e+19,746.2383370245572,0.21601510047912598,250,[8471.02  7963.992 7903.2   8135.496 7536.012],[163.56453038 150.39135592 159.75338494 153.31346315 156.51237605],[8014. 7422. 7412. 7783. 7133.],[8896. 8383. 8309. 8486. 7901.]
89,250,4.013821755220335e+19,745.397296755538,0.1980147361755371,250,[8475.484 7962.3   7903.548 8132.22  7542.316],[164.2056325  151.70424516 163.67445646 152.30615089 158.30790297],[8014. 7422. 7412. 7783. 7133.],[8896. 8383. 8309. 8486. 7901.]
90,250,4.0921465626261316e+19,749.5143479706335,0.17701387405395508,250,[8479.844 7964.26  7902.748 8136.756 7541.64 ],[164.26572273 149.85627915 165.15671496 150.75734299 160.26382748],[8014. 7422. 7412. 7783. 7133.],[8896. 8383. 8309. 8486. 7901.]
91,250,4.0921465626261316e+19,746.0082383122618,0.20801424980163574,250,[8478.984 7968.956 7902.98  8136.976 7545.672],[162.46912243 149.68068033 165.23700433 151.78310652 160.33658477],[8014. 7422. 7412. 7802. 7133.],[8896. 8383. 8309. 8486. 7901.]
92,250,4.0921465626261316e+19,744.8859921365572,0.17601227760314941,245,[8475.268 7972.068 7913.82  8145.876 7541.884],[159.02992227 150.95607101 162.71045326 152.48269615 157.48284524],[8014. 7422. 7412. 7802. 7133.],[8896. 8383. 8309. 8486. 7909.]
93,250,4.0921465626261316e+19,739.6464963642858,0.2180161476135254,250,[8467.276 7973.492 7918.252 8147.032 7545.624],[162.68388926 154.60365434 160.6556457  153.46204409 157.16893657],[8014. 7422. 7412. 7802. 7133.],[8896. 8383. 8309. 8486. 7930.]
94,250,4.0921465626261316e+19,746.1494795629379,0.1740114688873291,250,[8470.1   7974.904 7914.664 8141.436 7540.424],[163.68653579 158.76674332 161.7665698  156.99449004 160.17768953],[8014. 7422. 7412. 7802. 7133.],[8896. 8383. 8309. 8486. 7930.]
95,250,4.0921465626261316e+19,748.860998558056,0.2440187931060791,250,[8472.78  7970.888 7914.364 8138.124 7540.524],[166.04761847 160.38639424 164.00287651 158.86279811 160.40040344],[8014. 7422. 7412. 7802. 7133.],[8896. 8383. 8309. 8486. 7930.]
96,250,4.0921465626261316e+19,751.3211170838716,0.224013090133667,250,[8474.896 7972.684 7909.3   8137.272 7540.412],[167.46683607 161.0651053  164.90431771 158.11547051 161.78724998],[8014. 7422. 7412. 7802. 7133.],[8896. 8383. 8309. 8486. 7930.]
97,250,4.0921465626261316e+19,754.0309559102844,0.233015775680542,250,[8474.904 7972.616 7908.412 8142.024 7537.484],[169.88275599 160.78884459 162.8139621  159.42857781 160.5720827 ],[8014. 7422. 7412. 7802. 7133.],[8896. 8383. 8309. 8486. 7930.]
98,250,4.0921465626261316e+19,752.9870228795622,0.28601956367492676,250,[8473.372 7973.36  7908.584 8145.024 7539.104],[171.3741918  160.38173961 164.44696088 158.98324259 160.09438836],[8014. 7422. 7412. 7802. 7133.],[8896. 8383. 8309. 8486. 7930.]
99,250,4.0921465626261316e+19,754.5865992016277,0.19101476669311523,250,[8472.044 7975.272 7910.832 8145.604 7538.716],[171.28416758 162.62333786 166.11168465 163.40151524 164.4715761 ],[8014. 7422. 7412. 7802. 7150.],[8896. 8383. 8309. 8486. 7930.]
100,250,4.113974560204015e+19,752.3024528307817,0.19001364707946777,250,[8471.024 7975.44  7909.952 8145.296 7541.76 ],[173.44015517 163.4563379  166.04063869 164.92177656 164.62898408],[8014. 7422. 7412. 7800. 7150.],[8896. 8383. 8309. 8486. 7930.]
101,250,4.113974560204015e+19,752.36430734797,0.1920146942138672,250,[8473.496 7971.964 7903.596 8145.84  7548.128],[169.52140273 166.90021781 166.65727942 165.26944787 165.95941557],[8014. 7422. 7412. 7802. 7098.],[8896. 8383. 8309. 8486. 7930.]
102,250,4.113974560204015e+19,755.5327597252963,0.22501325607299805,250,[8473.588 7972.68  7899.9   8148.108 7546.788],[168.72416026 171.0502663  167.60205846 165.38938399 167.78652823],[8014. 7422. 7412. 7802. 7098.],[8896. 8383. 8309. 8486. 7930.]
