gen,evals,hypervol,dist_diag,time,firts_front,avg,std,min,max
0,250,2.2541565544636723e+19,723.2297034823707,0.06800603866577148,15,[6732.508 6760.396 6725.872 6741.836 6158.148],[336.89850391 342.94220969 351.88375299 324.39400904 305.74907047],[5504. 5371. 5450. 5632. 5326.],[7667. 7489. 7549. 7587. 6960.]
1,250,2.2541565544636723e+19,722.332185431109,0.26502037048339844,21,[6914.76  6955.424 6915.428 6915.584 6340.664],[232.7344375  232.01297426 240.04335612 226.24909048 208.50100984],[6259. 6281. 6038. 6384. 5688.],[7667. 7593. 7558. 7587. 6960.]
2,250,2.2541565544636723e+19,686.2043981548941,0.20401358604431152,32,[7016.12  7044.868 7027.976 6992.092 6429.364],[233.98991773 214.14817902 217.40837018 221.40607836 206.33611294],[6344. 6281. 6425. 6384. 5834.],[7667. 7593. 7630. 7587. 7045.]
3,250,2.2541565544636723e+19,666.1679710447636,0.25801777839660645,52,[7119.032 7113.672 7115.228 7067.164 6506.548],[228.0975909  213.45293724 206.40540694 224.20431999 205.22596253],[6344. 6508. 6552. 6384. 5849.],[7723. 7593. 7630. 7587. 7177.]
4,250,2.2541565544636723e+19,660.6693692366158,0.2310199737548828,67,[7192.128 7188.78  7169.988 7151.992 6572.932],[230.80868185 220.13267727 209.9886184  202.2781252  216.53274897],[6421. 6508. 6591. 6535. 6012.],[7723. 7763. 7636. 7587. 7205.]
5,250,2.2541565544636723e+19,672.3567405621861,0.18801379203796387,65,[7267.684 7247.14  7235.376 7224.984 6650.308],[223.92498776 211.9955858  222.36205302 202.24375329 217.7350618 ],[6626. 6508. 6493. 6577. 6137.],[7863. 7763. 7763. 7749. 7520.]
6,250,2.2541565544636723e+19,690.1516562359991,0.18201351165771484,83,[7315.08  7302.424 7289.788 7290.16  6713.732],[213.99596632 213.33822026 219.1978263  207.61172992 224.2482646 ],[6666. 6756. 6617. 6698. 6213.],[7863. 7763. 7763. 7833. 7520.]
7,250,2.2541565544636723e+19,672.15741159148,0.18937087059020996,70,[7370.528 7335.684 7345.628 7335.48  6775.524],[213.3062428  223.96380097 210.99369094 211.75556097 234.58660112],[6666. 6756. 6617. 6770. 6143.],[7964. 8019. 7855. 7907. 7520.]
8,250,2.2541565544636723e+19,639.7898758026304,0.16201019287109375,59,[7422.112 7377.888 7376.796 7390.068 6827.14 ],[206.46007715 228.96756857 222.57037176 212.05555729 238.35935979],[6666. 6756. 6617. 6770. 6143.],[8051. 8019. 7898. 7907. 7520.]
9,250,2.2541565544636723e+19,659.0906981070684,0.2110154628753662,62,[7446.944 7415.632 7424.636 7446.496 6880.132],[213.25942151 233.06337459 222.82199062 219.37281961 227.76634206],[6666. 6805. 6751. 6922. 6143.],[8051. 8019. 7945. 8115. 7520.]
10,250,3.058594776832339e+19,634.0633475837897,0.19001078605651855,74,[7494.024 7463.664 7457.008 7487.968 6924.612],[203.25676231 235.54331895 225.64100677 219.59269336 222.14468586],[6934. 6793. 6760. 6922. 6221.],[8051. 8019. 7945. 8115. 7520.]
11,250,3.058594776832339e+19,639.3814030035203,0.24001455307006836,89,[7523.228 7500.24  7482.848 7560.208 6950.1  ],[198.73000784 221.68880531 225.38937175 213.93951654 210.66107851],[6991. 6964. 6760. 7063. 6443.],[8145. 8019. 7978. 8119. 7520.]
12,250,3.058594776832339e+19,632.7561771063404,0.16235995292663574,67,[7523.912 7546.364 7533.788 7589.628 6985.292],[211.74439368 210.8149888  208.37736695 213.15433286 208.56519061],[6991. 7008. 6854. 7074. 6443.],[8145. 8019. 7978. 8119. 7520.]
13,250,3.058594776832339e+19,631.6771228501391,0.22402286529541016,93,[7557.048 7584.484 7563.588 7626.436 7029.46 ],[208.0671567  213.02066037 198.58993493 208.11919158 198.75947374],[7056. 7008. 6949. 7074. 6443.],[8161. 8094. 8245. 8146. 7624.]
