gen,evals,hypervol,dist_diag,time,firts_front,avg,std,min,max
46,250,4.476933542466484e+19,506.9492989483939,0.1650099754333496,250,[8361.512 7917.684 8138.596 8028.568 8328.776],[164.74057744 171.54635567 185.42297804 173.82275276 182.35492268],[7754. 7436. 7519. 7553. 7751.],[8786. 8293. 8544. 8501. 8752.]
47,250,4.476933542466484e+19,511.7316330618665,0.1720104217529297,250,[8369.968 7918.4   8146.66  8026.024 8331.544],[163.47021434 172.27491982 184.43824007 175.75155027 178.08860734],[7754. 7436. 7519. 7553. 7751.],[8786. 8293. 8550. 8501. 8752.]
48,250,4.476933542466484e+19,517.3042002358395,0.2980215549468994,250,[8373.792 7911.012 8159.696 8025.104 8335.624],[165.41454814 173.71308487 180.9319308  174.58436695 175.8893363 ],[7754. 7436. 7520. 7553. 7751.],[8786. 8318. 8550. 8501. 8808.]
49,250,4.476933542466484e+19,511.74418054138107,0.18370938301086426,250,[8373.576 7916.68  8161.32  8032.492 8327.46 ],[167.35673343 174.32131711 186.33636682 170.03503738 174.63385811],[7754. 7436. 7520. 7553. 7751.],[8786. 8318. 8550. 8501. 8808.]
50,250,4.612026472819329e+19,507.57570286590635,0.19203782081604004,250,[8367.808 7924.188 8160.74  8034.972 8330.04 ],[168.85542673 174.17437428 186.09141947 170.38576002 177.55548541],[7754. 7436. 7520. 7553. 7751.],[8786. 8318. 8550. 8501. 8808.]
51,250,4.612026472819329e+19,513.439396394943,0.18101215362548828,250,[8364.828 7924.94  8155.704 8035.5   8334.672],[172.85632883 174.99227526 192.05261879 173.52466683 182.34046291],[7754. 7436. 7520. 7553. 7751.],[8786. 8318. 8550. 8501. 8808.]
52,250,4.612026472819329e+19,517.3291318015956,0.17301321029663086,250,[8371.54  7925.112 8153.484 8036.44  8336.448],[171.23929572 178.0196266  195.55568451 174.53677664 180.15437629],[7754. 7436. 7520. 7553. 7751.],[8786. 8318. 8550. 8501. 8808.]
53,250,4.612026472819329e+19,525.7854305435689,0.23534774780273438,250,[8375.84  7920.792 8159.156 8042.048 8338.828],[171.76506746 177.59068876 204.19289817 180.33332941 180.55033208],[7754. 7436. 7520. 7553. 7751.],[8786. 8318. 8554. 8501. 8808.]
54,250,4.612026472819329e+19,527.4228916785837,0.16801047325134277,243,[8381.484 7919.036 8162.036 8049.828 8344.16 ],[173.63857217 178.44240164 204.07554166 181.99951213 185.58426226],[7754. 7436. 7520. 7553. 7751.],[8854. 8318. 8576. 8501. 8808.]
55,250,4.612026472819329e+19,543.3712280617438,0.18601322174072266,229,[8386.896 7916.268 8187.104 8025.78  8353.204],[180.05307324 186.10443352 197.53976102 180.23050685 191.51921675],[7754. 7436. 7520. 7553. 7751.],[8854. 8318. 8576. 8501. 8808.]
56,250,4.612026472819329e+19,538.2821891973492,0.16501116752624512,239,[8395.516 7922.944 8177.6   8037.456 8360.96 ],[185.09442386 180.7952125  196.82890032 177.81898679 189.90148604],[7754. 7436. 7520. 7553. 7751.],[8854. 8318. 8576. 8501. 8808.]
57,250,4.612026472819329e+19,521.5316194874467,0.1850144863128662,223,[8398.54  7941.836 8180.2   8030.192 8348.328],[179.65119649 181.60429814 203.18590502 185.54788906 187.72436287],[7885. 7436. 7520. 7523. 7751.],[8854. 8347. 8576. 8501. 8808.]
58,250,4.612026472819329e+19,521.7490618398566,0.17301201820373535,231,[8401.58  7952.38  8178.748 8028.18  8351.104],[179.21960719 176.97410997 203.02460072 183.34362165 187.34472286],[7885. 7436. 7520. 7523. 7751.],[8854. 8347. 8576. 8501. 8808.]
59,250,4.612026472819329e+19,523.7776373739338,0.18701386451721191,236,[8405.768 7955.132 8181.136 8032.316 8346.436],[177.4787936  177.25837237 205.07884704 185.73520976 189.27139748],[7885. 7436. 7520. 7523. 7751.],[8854. 8347. 8576. 8501. 8808.]
60,250,4.679066391668124e+19,518.0766026481402,0.20801782608032227,219,[8404.572 7951.156 8169.248 8047.288 8346.836],[179.4618088  186.68541363 200.99065276 188.17153094 193.5482604 ],[7885. 7436. 7520. 7523. 7751.],[8854. 8347. 8576. 8501. 8808.]
61,250,4.679066391668124e+19,519.3270284844791,0.2000129222869873,231,[8411.696 7955.36  8168.812 8048.132 8354.692],[174.92815549 183.96090454 200.62004051 187.17872362 194.31172156],[7930. 7436. 7520. 7523. 7751.],[8854. 8347. 8576. 8501. 8808.]
62,250,4.679066391668124e+19,516.6713897754348,0.18278264999389648,250,[8414.6   7960.856 8181.728 8060.044 8355.64 ],[174.39864678 172.0082651  192.43159308 174.94733512 188.10309514],[7930. 7464. 7520. 7571. 7751.],[8854. 8347. 8576. 8501. 8808.]
63,250,4.679066391668124e+19,520.1172276265501,0.20427513122558594,250,[8416.248 7961.528 8177.532 8062.404 8354.604],[178.05509961 172.24801078 193.56127964 179.92725414 189.7509715 ],[7930. 7464. 7520. 7571. 7751.],[8854. 8347. 8576. 8501. 8808.]
64,250,4.679066391668124e+19,517.0896048017244,0.27363133430480957,250,[8413.492 7959.78  8187.42  8070.5   8359.308],[176.39649071 172.25507714 193.30881925 178.05860271 188.19869589],[7930. 7464. 7520. 7571. 7751.],[8854. 8347. 8576. 8501. 8808.]
65,250,4.679066391668124e+19,515.5791493491059,0.2050163745880127,250,[8415.416 7960.644 8191.028 8076.588 8359.28 ],[174.42404348 174.26353969 189.45569196 178.19172331 191.39197893],[7930. 7464. 7704. 7571. 7751.],[8854. 8347. 8576. 8501. 8848.]
66,250,4.679066391668124e+19,515.4696545642238,0.17328834533691406,250,[8412.556 7961.192 8198.764 8075.124 8354.876],[175.97206274 173.65587562 188.8797615  179.27934801 195.05495796],[7870. 7493. 7704. 7571. 7751.],[8854. 8347. 8576. 8501. 8848.]
67,250,4.679066391668124e+19,519.2552327963526,0.19501686096191406,250,[8409.808 7965.956 8194.008 8070.98  8356.316],[178.64958756 175.72187702 193.87135925 184.24400017 197.99133351],[7870. 7493. 7704. 7571. 7751.],[8854. 8347. 8576. 8501. 8848.]
68,250,4.679066391668124e+19,521.8991610245437,0.19801735877990723,250,[8409.324 7963.148 8195.88  8074.42  8352.5  ],[179.23109949 179.23336212 195.62382677 187.59930597 199.73663159],[7870. 7493. 7704. 7571. 7751.],[8854. 8349. 8576. 8501. 8848.]
69,250,4.679066391668124e+19,532.6062992839442,0.17801427841186523,231,[8402.932 7967.748 8192.32  8070.572 8353.476],[181.8543136  188.2397952  199.05485073 197.05458334 205.3793403 ],[7870. 7493. 7704. 7571. 7751.],[8854. 8349. 8576. 8504. 8848.]
70,250,4.722072727212798e+19,531.5442970962165,0.17301177978515625,244,[8409.648 7962.084 8197.652 8075.6   8358.884],[184.31875677 188.94442819 198.74525125 198.3668319  203.8474492 ],[7870. 7471. 7704. 7571. 7804.],[8854. 8349. 8593. 8504. 8848.]
71,250,4.722072727212798e+19,526.9066630295304,0.2180163860321045,250,[8403.88  7968.4   8198.3   8080.564 8364.204],[186.43703924 186.61279699 193.56522932 200.27210965 202.77432378],[7870. 7471. 7704. 7571. 7859.],[8854. 8349. 8593. 8504. 8848.]
72,250,4.722072727212798e+19,531.247815699189,0.20901966094970703,250,[8404.22  7966.4   8199.936 8085.496 8363.044],[189.38530988 189.74787482 196.95663458 200.02664319 204.96322125],[7870. 7471. 7704. 7571. 7859.],[8854. 8357. 8593. 8504. 8848.]
73,250,4.722072727212798e+19,538.6523478617477,0.18401217460632324,250,[8402.74  7966.152 8192.04  8080.036 8361.004],[193.27050577 194.74802411 201.61592794 204.31470506 208.64972558],[7870. 7471. 7704. 7571. 7714.],[8854. 8357. 8593. 8504. 8848.]
74,250,4.722072727212798e+19,533.9673177150219,0.33628344535827637,250,[8397.872 7966.912 8197.22  8087.724 8360.976],[194.66167475 194.84223427 201.7260013  202.12162631 208.99578805],[7870. 7471. 7704. 7571. 7714.],[8854. 8357. 8620. 8504. 8848.]
75,250,4.722072727212798e+19,533.2818667137363,0.20189452171325684,250,[8399.252 7971.428 8197.152 8085.684 8352.516],[196.49180262 195.65761119 205.24754054 202.99804961 214.4701232 ],[7870. 7471. 7700. 7571. 7714.],[8854. 8357. 8620. 8538. 8848.]
76,250,4.722072727212798e+19,532.8217577639703,0.18119478225708008,250,[8403.22  7976.412 8200.808 8083.164 8359.312],[193.99211221 192.92496535 199.04971021 206.00310945 211.7489803 ],[7870. 7471. 7700. 7571. 7714.],[8854. 8357. 8620. 8538. 8848.]
77,250,4.722072727212798e+19,530.0877938278809,0.1850137710571289,250,[8399.212 7978.872 8193.652 8090.8   8363.68 ],[195.51443695 197.39118424 193.38610833 204.20225268 216.11684247],[7870. 7471. 7700. 7571. 7714.],[8854. 8378. 8620. 8538. 8848.]
78,250,4.722072727212798e+19,549.6693309388079,0.26584649085998535,241,[8418.568 7963.436 8203.532 8095.536 8367.36 ],[189.51529061 197.16427137 192.4088173  206.67104467 223.73559037],[7930. 7471. 7700. 7571. 7714.],[8854. 8378. 8620. 8538. 8848.]
79,250,4.722072727212798e+19,541.3784763945854,0.24901771545410156,248,[8423.392 7970.876 8212.62  8090.504 8368.984],[185.91539564 189.49662958 190.34247976 201.14242214 228.6367069 ],[7942. 7471. 7700. 7571. 7714.],[8854. 8378. 8620. 8538. 8848.]
80,250,4.770186022018698e+19,542.4623046086542,0.2000136375427246,250,[8422.22  7972.856 8212.144 8088.48  8363.268],[187.40395834 186.22058765 195.78924195 200.65529049 228.91117093],[7942. 7471. 7700. 7571. 7714.],[8854. 8378. 8620. 8538. 8848.]
81,250,4.770186022018698e+19,545.801637677469,0.21001338958740234,250,[8423.196 7967.352 8212.    8092.64  8364.068],[190.03026492 189.97853588 198.16421473 198.12454265 229.41133227],[7942. 7471. 7700. 7571. 7714.],[8854. 8378. 8620. 8538. 8848.]
82,250,4.770186022018698e+19,543.463316323699,0.22701668739318848,250,[8419.912 7972.952 8206.832 8093.352 8359.212],[191.32771952 191.58849051 197.71303391 202.49893851 230.13559276],[7942. 7471. 7700. 7571. 7714.],[8854. 8378. 8620. 8538. 8848.]
83,250,4.770186022018698e+19,539.7223206632844,0.21701478958129883,250,[8413.32  7976.004 8206.78  8093.34  8355.448],[194.01124091 194.64450669 197.86555941 201.47349305 230.73470328],[7942. 7471. 7700. 7571. 7714.],[8854. 8378. 8620. 8538. 8848.]
84,250,4.770186022018698e+19,541.6869216893443,0.19136404991149902,250,[8410.832 7978.472 8203.376 8089.048 8354.26 ],[196.91808392 197.96701042 198.83024575 204.11188524 232.25983811],[7942. 7471. 7700. 7571. 7714.],[8854. 8378. 8620. 8538. 8848.]
85,250,4.770186022018698e+19,545.3744485892382,0.1720128059387207,250,[8414.58  7980.684 8200.36  8081.5   8360.66 ],[195.5813171  199.98601987 201.91908875 200.22625702 230.22085136],[7942. 7471. 7700. 7571. 7714.],[8854. 8378. 8621. 8538. 8848.]
86,250,4.770186022018698e+19,542.5015086486004,0.22002506256103516,250,[8416.292 7982.864 8200.592 8085.22  8355.828],[194.17004593 200.83268037 203.477806   201.02104268 230.4490712 ],[7942. 7471. 7700. 7571. 7714.],[8854. 8378. 8621. 8538. 8848.]
87,250,4.770186022018698e+19,540.6034006688056,0.16501212120056152,250,[8413.492 7982.652 8203.164 8085.648 8351.84 ],[196.63507809 201.39379061 202.13920229 202.58156899 228.40293869],[7942. 7471. 7700. 7571. 7714.],[8854. 8378. 8621. 8538. 8848.]
88,250,4.770186022018698e+19,546.2419930330464,0.22129154205322266,250,[8415.112 7976.98  8206.256 8082.632 8358.112],[196.89301525 199.46605626 202.75342282 205.25373706 227.00381375],[7942. 7471. 7700. 7571. 7714.],[8854. 8378. 8621. 8538. 8848.]
