gen,evals,hypervol,dist_diag,time,firts_front,avg,std,min,max
0,250,2.2371872424309658e+19,581.6100159289848,0.04400205612182617,31,[6622.44  6651.82  6315.472 6834.252 6652.308],[314.28549823 313.24186757 329.57860552 351.35282053 334.52565393],[5099. 5080. 4571. 5165. 4816.],[7499. 7402. 7189. 7763. 7386.]
1,250,2.2371872424309658e+19,564.6686058129038,0.19101452827453613,38,[6774.66  6798.772 6496.548 7019.176 6819.836],[213.56128956 213.94522667 245.17246113 238.2069374  223.16191679],[6299. 6143. 5807. 6155. 6057.],[7499. 7402. 7189. 7763. 7386.]
2,250,2.2371872424309658e+19,579.4293400697921,0.19826889038085938,9,[6849.724 6865.732 6584.62  7125.86  6933.484],[210.42798251 205.00869293 247.13719995 218.46792076 204.04933164],[6078. 6282. 6016. 6155. 6325.],[7499. 7402. 7256. 7822. 7623.]
3,250,2.2371872424309658e+19,606.6670393132995,0.18001484870910645,17,[6912.94  6926.552 6684.752 7198.508 7002.636],[209.76070271 212.40368946 240.3170125  219.56107564 208.85903261],[6136. 6365. 6052. 6524. 6325.],[7499. 7547. 7423. 7979. 7667.]
4,250,2.2371872424309658e+19,593.7759935503508,0.1720125675201416,26,[6963.636 6975.14  6740.032 7278.592 7070.552],[216.38417572 224.72756929 232.66452883 223.6119888  223.40972068],[6221. 6318. 6100. 6570. 6325.],[7499. 7547. 7423. 7979. 7738.]
5,250,2.2371872424309658e+19,656.791588171112,0.1980137825012207,35,[7023.112 7017.288 6806.3   7369.436 7134.372],[227.17111492 241.45672295 237.03638961 226.27494316 219.71889681],[6221. 6318. 6100. 6669. 6523.],[7564. 7601. 7423. 7979. 7738.]
6,250,2.2371872424309658e+19,621.3190605152104,0.19201397895812988,43,[7082.796 7078.968 6874.552 7447.212 7184.496],[225.54852778 228.88164403 227.12218583 206.98971727 220.3441172 ],[6390. 6498. 6232. 6893. 6523.],[7564. 7601. 7423. 7979. 7820.]
7,250,2.2371872424309658e+19,600.4086309248883,0.16302943229675293,53,[7147.428 7126.94  6919.148 7508.74  7245.236],[216.49130425 237.3470379  236.29103685 200.51717233 222.78801652],[6393. 6445. 6339. 6893. 6604.],[7570. 7601. 7589. 8019. 7820.]
8,250,2.2371872424309658e+19,566.0961367462472,0.20799779891967773,42,[7197.872 7180.52  6968.936 7553.696 7297.368],[226.41607632 211.10937829 238.83918419 205.89279634 226.11034602],[6393. 6574. 6379. 6958. 6604.],[7751. 7632. 7589. 8311. 7870.]
9,250,2.2371872424309658e+19,573.1556591001707,0.17801499366760254,37,[7241.076 7216.664 7023.696 7601.024 7337.184],[222.83126851 213.04100803 228.43764047 212.55493272 230.65528857],[6393. 6660. 6379. 6958. 6748.],[7751. 7716. 7589. 8311. 7870.]
