gen,evals,hypervol,dist_diag,time,firts_front,avg,std,min,max
0,250,2.251762507263489e+19,699.3220576872626,0.06601095199584961,18,[6656.688 6605.264 7148.436 6376.772 6726.216],[354.28038424 307.63500825 338.58039799 331.73691989 347.0047166 ],[5473. 5317. 5926. 5020. 5101.],[7450. 7270. 7840. 7192. 7468.]
1,250,2.251762507263489e+19,681.9812157785384,0.2680206298828125,23,[6831.968 6775.396 7334.488 6565.592 6882.836],[253.43945821 198.71253404 217.05854016 234.7202623  230.80168349],[6095. 6220. 6642. 5877. 6128.],[7450. 7270. 7840. 7357. 7468.]
2,250,2.251762507263489e+19,682.4386860551043,0.18803119659423828,33,[6949.988 6854.684 7445.408 6664.444 6993.376],[229.98186854 201.64114695 216.08881863 232.77399954 207.1236216 ],[6369. 6220. 6942. 6093. 6383.],[7505. 7460. 8068. 7357. 7534.]
3,250,2.251762507263489e+19,709.1028578109458,0.19101405143737793,33,[7033.768 6918.416 7528.272 6756.436 7051.692],[210.20194618 222.52849468 234.96501445 219.34666148 215.84173168],[6494. 6220. 6877. 6195. 6383.],[7519. 7460. 8168. 7499. 7586.]
4,250,2.251762507263489e+19,789.3139919336978,0.2590186595916748,35,[7120.072 6974.5   7607.056 6825.872 7113.788],[216.48346546 225.34910251 230.20322514 223.93023828 222.79389367],[6485. 6385. 6919. 6269. 6385.],[7630. 7503. 8168. 7499. 7753.]
5,250,2.251762507263489e+19,751.1754657897137,0.1790144443511963,49,[7188.48  7039.02  7685.9   6884.592 7169.52 ],[216.92115065 213.06963087 227.52684677 226.725829   217.24578155],[6485. 6385. 7123. 6269. 6491.],[7664. 7503. 8333. 7499. 7753.]
6,250,2.251762507263489e+19,742.7777189783053,0.19303059577941895,27,[7230.112 7088.82  7765.224 6935.036 7226.344],[214.85752362 214.8815013  218.53295821 229.35977569 213.29088509],[6523. 6385. 7174. 6282. 6596.],[7664. 7511. 8333. 7499. 7753.]
7,250,2.251762507263489e+19,739.7405578464281,0.1699967384338379,44,[7277.38  7122.192 7814.696 7003.78  7261.648],[201.78411137 220.16732531 227.88504906 227.49872    221.25490299],[6742. 6500. 7174. 6282. 6596.],[7697. 7722. 8333. 7553. 7807.]
8,250,2.251762507263489e+19,750.4519355309652,0.2310171127319336,54,[7312.816 7164.456 7874.184 7059.788 7300.348],[213.43333888 220.86678352 221.87226538 211.15527712 228.3457442 ],[6425. 6551. 7178. 6330. 6665.],[7853. 7722. 8410. 7553. 7808.]
9,250,2.251762507263489e+19,710.0240254174059,0.19303369522094727,67,[7363.748 7189.144 7893.048 7089.524 7343.952],[199.26311374 234.39384647 227.50784975 218.95267394 213.62705282],[6778. 6551. 7158. 6330. 6756.],[7881. 7771. 8410. 7553. 7939.]
